PassengerId,Survived_pred,Survived_prob
1078,1,0.8904828160843198
1079,0,0.10428522488433424
1080,0,0.15023109314576702
1081,0,0.14944814716582944
1082,0,0.17281838405227545
1083,0,0.26462867906079096
1084,0,0.19222305751854735
1085,0,0.13791854267642836
1086,1,0.5671910614672917
1087,0,0.12564464652567878
1088,1,0.94398196401926
1089,0,0.4921216457974866
1090,0,0.13816813855709492
1091,0,0.4921216457974866
1092,1,0.6665845131525725
1093,1,0.8526792621186354
1094,0,0.3208367181261715
1095,1,0.9594743062469104
1096,0,0.13816813855709492
1097,0,0.2493171273158802
1098,1,0.5897943595704694
1099,0,0.13816813855709492
1100,1,0.9453890301189063
1101,0,0.12066608334291089
1102,0,0.16388144708637561
1103,0,0.10910927206272182
1104,0,0.2276713281280934
1105,1,0.8775679914733839
1106,1,0.6777162277803164
1107,0,0.23061985834299006
1108,1,0.60465554753971
1109,0,0.3215601336244341
1110,1,0.9373069496424651
1111,0,0.12066608334291089
1112,1,0.9063282649038389
1113,0,0.12066608334291089
1114,1,0.8727056151198648
1115,0,0.12066608334291089
1116,1,0.934931272441875
1117,1,0.5756904250029635
1118,0,0.12066608334291089
1119,1,0.60465554753971
1120,0,0.10095453178091365
1121,0,0.1564206319030279
1122,0,0.2276713281280934
1123,1,0.9147508210272854
1124,0,0.07727559650032985
1125,0,0.14724717953976268
1126,0,0.4112886404369583
1127,0,0.12066608334291089
1128,0,0.2699960270890795
1129,0,0.16888752042565913
1130,1,0.8629323052810812
1131,1,0.9471706215580289
1132,1,0.934931272441875
1133,1,0.8748202097220967
1134,0,0.38383305322334244
1135,0,0.12066608334291089
1136,0,0.11481188620146116
1137,0,0.21853002479612155
1138,1,0.8904828160843198
1139,0,0.17040230120721309
1140,1,0.8818896695838699
1141,1,0.57328277312871
1142,1,0.9835442537664537
1143,0,0.12066608334291089
1144,0,0.3511386903439076
1145,0,0.12066608334291089
1146,0,0.13943570431352864
1147,0,0.12066608334291089
1148,0,0.14724717953976268
1149,0,0.12066608334291089
1150,1,0.8727056151198648
1151,0,0.12066608334291089
1152,0,0.13301755276371294
1153,0,0.12066608334291089
1154,1,0.8904828160843198
1155,1,0.8677217004438427
1156,0,0.15686745822924295
1157,0,0.12066608334291089
1158,0,0.11271722903401864
1159,0,0.12066608334291089
1160,0,0.4921216457974866
1161,0,0.12066608334291089
1162,0,0.34014126966127445
1163,0,0.14724717953976268
1164,1,0.9355398422248798
1165,1,0.6643919500648404
1166,0,0.15946638436050461
1167,1,0.8818896695838699
1168,0,0.13816813855709492
1169,0,0.1652581565353775
1170,0,0.15299949874554503
1171,0,0.13816813855709492
1172,0,0.4921216457974866
1173,1,0.8720023782403915
1174,1,0.60465554753971
1175,1,0.7471778308249286
1176,1,0.6924644811170334
1177,0,0.12564464652567878
1178,0,0.12066608334291089
1179,0,0.3423157193171132
1180,0,0.15946638436050461
1181,0,0.12066608334291089
1182,0,0.22498139140780596
1183,0,0.3292469115040041
1184,0,0.15946638436050461
1185,0,0.3422237051749997
1186,0,0.12564464652567878
1187,0,0.12066608334291089
1188,1,0.9861267924862536
1189,0,0.17071240449369332
1190,0,0.20801901780742985
1191,0,0.12066608334291089
1192,0,0.14182506857283764
1193,0,0.13840206376725422
1194,0,0.17245181919573133
1195,0,0.12066608334291089
1196,1,0.60465554753971
1197,1,0.8539290262629454
1198,0,0.3216493087034548
1199,1,0.8752911647250199
1200,0,0.3624006607605407
1201,0,0.35083888741808494
1202,0,0.12066608334291089
1203,0,0.16888752042565913
1204,0,0.12066608334291089
1205,1,0.5483686511161554
1206,1,0.9417751765329453
1207,1,0.7113195288912529
1208,0,0.36965825790238244
1209,0,0.13816813855709492
1210,0,0.12066608334291089
1211,0,0.14337677478207603
1212,0,0.12066608334291089
1213,0,0.16888752042565913
1214,0,0.13816813855709492
1215,0,0.30619914590369124
1216,1,0.9290984039836112
1217,0,0.12337010654116089
1218,1,0.8737127055150274
1219,0,0.34014126966127445
1220,0,0.15299949874554503
1221,0,0.13816813855709492
1222,1,0.8918561621459291
1223,0,0.32124133111939057
1224,0,0.15946638436050461
1225,1,0.695213746658414
1226,0,0.12066608334291089
1227,0,0.26462867906079096
1228,0,0.16183131980888088
1229,0,0.130900081380202
1230,0,0.16728494702928473
1231,0,0.15946638436050461
1232,0,0.13816813855709492
1233,0,0.14182506857283764
1234,0,0.06261239167581811
1235,1,0.9824301000877967
1236,0,0.09707063906917178
1237,1,0.6095411166123509
1238,0,0.13816813855709492
1239,1,0.6778677473647459
1240,0,0.13816813855709492
1241,1,0.907342187594073
1242,1,0.9346503083741241
1243,0,0.13816813855709492
1244,0,0.2276713281280934
1245,0,0.2088625764308563
1246,1,0.8941524072591467
1247,0,0.26454914739381913
1248,1,0.9142861207946928
1249,0,0.12066608334291089
1250,0,0.14724717953976268
1251,1,0.5377096015631007
1252,0,0.041265887445740404
1253,1,0.9303189256716031
1254,1,0.907342187594073
1255,0,0.12066608334291089
1256,1,0.9750237620635767
1257,0,0.15369798493796732
1258,0,0.13813273584992028
1259,0,0.41302374701195765
1260,1,0.9346503083741241
1261,0,0.16303433128849756
1262,0,0.13217616921716419
1263,1,0.9606734930807821
1264,0,0.10166195072252349
1265,0,0.14944814716582944
1266,1,0.9191029954599913
1267,1,0.9352678360329021
1268,0,0.4427913531026474
1269,0,0.13816813855709492
1270,0,0.20795168848646503
1271,0,0.26003291660869987
1272,0,0.14724717953976268
1273,0,0.14724717953976268
1274,0,0.44415409376721754
1275,1,0.5134557121619833
1276,0,0.13816813855709492
1277,1,0.8976529347112924
1278,0,0.12066608334291089
1279,0,0.13337541811822992
1280,0,0.14724717953976268
1281,0,0.24490644476990242
1282,0,0.37869002667223417
1283,1,0.8946993788391364
1284,0,0.13996855357008725
1285,0,0.11537120067933296
1286,0,0.04477078952329334
1287,1,0.9191333805481149
1288,0,0.14724717953976268
1289,1,0.942566094754623
1290,0,0.12066608334291089
1291,0,0.1573170471346043
1292,1,0.9198881498709399
1293,0,0.1652581565353775
1294,1,0.9527081209797135
1295,0,0.20801901780742985
1296,0,0.3145437732890163
1297,0,0.17262296773288152
1298,0,0.13217616921716419
1299,0,0.357931374088248
1300,1,0.7113195288912529
1301,1,0.7791732683712731
1302,1,0.60465554753971
1303,1,0.9522085797725275
1304,0,0.4921216457974866
1305,0,0.12066608334291089
1306,1,0.9546501374488363
1307,0,0.10821905919679711
1308,0,0.12066608334291089
1309,0,0.18732347332299926
