PassengerId,Survived_pred,Survived_prob
1089,1,0.5366980476520511
1090,0,0.1405731052366627
1091,1,0.5859413014599483
1092,1,0.8622174574058549
1093,1,0.9023871895763808
1094,0,0.38556011010672214
1095,1,0.9336073204552681
1096,0,0.13950079785845043
1097,0,0.1530773144486474
1098,1,0.8457919020293714
1099,0,0.13983417303891185
1100,1,0.8686819490921955
1101,0,0.14323702678190348
1102,0,0.15262853677897834
1103,0,0.14472620112035167
1104,0,0.15601064244833696
1105,1,0.7791032331031015
1106,0,0.29516576771826647
1107,0,0.15184506822122854
1108,1,0.8563793054718362
1109,0,0.2711468028224813
1110,1,0.8046758442099134
1111,0,0.14480986435658852
1112,1,0.878336601919167
1113,0,0.14542408437069146
1114,1,0.8437935778088645
1115,0,0.1454203103360629
1116,1,0.8225663661759892
1117,1,0.7549800895560164
1118,0,0.14355180097011944
1119,1,0.8562656098475284
1120,0,0.15446943500220353
1121,0,0.14929466533568705
1122,0,0.17132396418991894
1123,1,0.8839187389180725
1124,0,0.12747430185128267
1125,0,0.15070859779531515
1126,0,0.19541647495905654
1127,0,0.147063260235879
1128,0,0.3213619482378073
1129,0,0.1761422362172098
1130,1,0.9056761050692385
1131,1,0.8911315779906875
1132,1,0.8125405882833461
1133,1,0.8732776001759509
1134,0,0.2298012782034843
1135,0,0.1447950352957405
1136,0,0.13037201259822798
1137,0,0.15211306880826433
1138,1,0.8550517345407028
1139,0,0.1077868207387858
1140,1,0.8682971614487037
1141,1,0.6855485107038112
1142,1,0.9332487376736559
1143,0,0.14706367218926095
1144,0,0.18114524200668417
1145,0,0.14330805199787458
1146,0,0.14940409217565864
1147,0,0.14476576486727571
1148,0,0.15071336919394407
1149,0,0.14480986435658852
1150,1,0.8322708703753695
1151,0,0.14542005150131246
1152,0,0.1144102694058147
1153,0,0.14542107749223704
1154,1,0.9000363956805064
1155,1,0.8080494036584052
1156,0,0.1401839664295709
1157,0,0.14479578113426703
1158,0,0.1566477023937617
1159,0,0.14476576486727571
1160,1,0.5858106126230334
1161,0,0.15546569629097412
1162,0,0.19108939968071692
1163,0,0.15071336919394407
1164,1,0.8539176059256847
1165,1,0.8562824324336419
1166,0,0.15197434758521736
1167,1,0.837395977568812
1168,0,0.14046463345283317
1169,0,0.1346676252233259
1170,0,0.13341533294006128
1171,0,0.1417659787388353
1172,1,0.5602056024072334
1173,1,0.8240311931484318
1174,1,0.8562656098475284
1175,1,0.8881662946708471
1176,1,0.795796570401753
1177,0,0.15184370607737588
1178,0,0.14474148150686453
1179,0,0.15742773486931919
1180,0,0.15197440200586348
1181,0,0.14480986435658852
1182,0,0.14979659609154522
1183,1,0.8548546929785072
1184,0,0.15197440200586348
1185,0,0.1510435151490193
1186,0,0.1522693869686301
1187,0,0.14353413475831286
1188,1,0.9481873486135237
1189,0,0.153746408414926
1190,0,0.14826136468147197
1191,0,0.14565946401421437
1192,0,0.1486362776192076
1193,0,0.14136811778265762
1194,0,0.13096201313672204
1195,0,0.14326625860744618
1196,1,0.8562656098475284
1197,1,0.8120350542244162
1198,0,0.3540228892550926
1199,1,0.8209283941858768
1200,0,0.16058559336700254
1201,1,0.5285587382390394
1202,0,0.15203049038603042
1203,0,0.166777759776695
1204,0,0.14476786222474278
1205,1,0.8380558828013543
1206,1,0.8659927464598626
1207,1,0.8383173427739591
1208,0,0.38084589560683807
1209,0,0.14857706777917665
1210,0,0.14406668317083127
1211,0,0.18832322012995112
1212,0,0.143526281877566
1213,0,0.157287346507188
1214,0,0.13915693625261
1215,0,0.15123208672509525
1216,1,0.8503441607582382
1217,0,0.1435331650383421
1218,1,0.8201712112357489
1219,0,0.19387300541327387
1220,0,0.13248505777655217
1221,0,0.1430286364877082
1222,1,0.8693131880003107
1223,0,0.15398447257092557
1224,0,0.15197434758521736
1225,1,0.794232411990448
1226,0,0.14406990715265036
1227,0,0.15124290802502874
1228,0,0.1443504536793131
1229,0,0.19186564503579853
1230,0,0.13762006302343607
1231,0,0.15197440200586348
1232,0,0.15210575818592909
1233,0,0.14860998430595385
1234,0,0.45845013985053223
1235,1,0.7400635748835283
1236,0,0.11301695490808197
1237,1,0.5313376226285277
1238,0,0.13915693625261
1239,1,0.696297321387447
1240,0,0.13936366303547532
1241,1,0.8896896745666093
1242,1,0.876676879577773
1243,0,0.13950079785845043
1244,0,0.15209985969890902
1245,0,0.1850637389988395
1246,1,0.7829443711786377
1247,0,0.15074849812803945
1248,1,0.8155154382950274
1249,0,0.1447942907046824
1250,0,0.15071336919394407
1251,0,0.5
1252,0,0.17188521525742015
1253,1,0.9174229873618232
1254,1,0.8896896745666093
1255,0,0.1441348908530592
1256,1,0.8986615873785814
1257,0,0.4530240272679169
1258,0,0.13497103717267891
1259,1,0.6058924514408562
1260,1,0.8750703180929968
1261,0,0.1406251840611897
1262,0,0.1597950954218001
1263,1,0.846044937416812
1264,0,0.15703820265993007
1265,0,0.152924434691783
1266,1,0.8922150670780467
1267,1,0.7310238537067233
1268,0,0.35522527809952203
1269,0,0.14328325859338822
1270,0,0.15169557497097944
1271,0,0.14772489452420592
1272,0,0.15071336919394407
1273,0,0.15132253974392762
1274,1,0.5991552347644692
1275,0,0.453675895727585
1276,0,0.14014197788121052
1277,1,0.8561919996384174
1278,0,0.14322238494855946
1279,0,0.14053990658089782
1280,0,0.15823340511309136
1281,0,0.23219791724209035
1282,0,0.1505632390094648
1283,1,0.9038244097891188
1284,1,0.6599180467798393
1285,0,0.1513087547257276
1286,0,0.08560300991768012
1287,1,0.8902170580016185
1288,0,0.15303073967955017
1289,1,0.8880515501236428
1290,0,0.14426678009571528
1291,0,0.1510262409788716
1292,1,0.8642914725562503
1293,0,0.1347500435311749
1294,1,0.9090174796191095
1295,0,0.177518051026316
1296,0,0.19809593511806822
1297,0,0.16558849285204127
1298,0,0.1511717056562534
1299,0,0.3674463250533961
1300,1,0.8562398451670271
1301,1,0.7835971457441435
1302,1,0.8562656098475284
1303,1,0.8776397498930658
1304,1,0.5852353166577485
1305,0,0.14480986435658852
1306,1,0.8772653234561677
1307,0,0.1526362221581662
1308,0,0.14480986435658852
1309,0,0.15032128351032226
